id,id_str,screen_name,location,description,followers_count,friends_count,listedcount,favourites_count,verified,statuses_count,lang,default_profile,default_profile_image,has_extended_profile,bot
2389455080,2389455080,ButtlawMcButt,,ButtFeed,18,3,8,1,FALSE,1456,en,TRUE,FALSE,FALSE,1
7.95E+17,7.95E+17,GilgameshTweets,Uruk,"I destroyed Humbaba in the Cedar Forest, I slew lions in the mountain passes! _Í€__Í€__Í€__Í‹€_Í‹__Í‹__Íƒñ_Íƒ†_Í‰ì Bot by @PaulMMCooper that tweets in the style of the Gilgamesh Epic",79,80,3,23,FALSE,901,en,FALSE,FALSE,FALSE,1
3227021524,3227021524,dronesweetie,anywhere,"It‰Ûªs a bird, it‰Ûªs a plane...it's images of drones, as described by a computer. Powered by http://t.co/BYXD0BoDU6 & Rebecca Lieberman aka @the_log_lady",576,31,60,8,FALSE,2370,en,TRUE,FALSE,FALSE,1
7.98E+17,7.98E+17,PenryParmelee,,Goal ciizen,2,42,1,29,FALSE,39,en,TRUE,FALSE,FALSE,1
4841400949,4841400949,altagraciao86,"Neshkoro village, WI, USA",Activating influential customers to drive new product sales.,0,349,0,42,FALSE,77,en,TRUE,FALSE,FALSE,1
7.31E+17,7.31E+17,bookonbalcony,@ojahnn's balcony,Read books with me on the balcony! New tweets every three hours. This is a project by @ojahnn.,21,0,7,0,FALSE,1343,de,TRUE,FALSE,FALSE,1
2194383865,2194383865,SuperbOwl3000,Unova,What Pokemon are you? I TELL YOU!,16,1,4,1,FALSE,2001,en,TRUE,FALSE,FALSE,1
2836962348,2836962348,ARealRiver,,just a river on twitter. made by @muffinista #botALLY,239,0,53,0,FALSE,22089,en,TRUE,FALSE,FALSE,1
2758649640,2758649640,tiny_astro_naut,,tiny adventures of tiny astronauts injected into @tiny_star_field's tiny star fields. by @elibrody,9968,2,185,3399,FALSE,8782,en,FALSE,FALSE,FALSE,1
8.25E+17,8.25E+17,ceubehen,"Plano, USA","With roots from beautiful Sicily, the Tantillo family brings you old world favorites. Shop online with a trusted and respected name in fine food products.",0,223,0,24,FALSE,24,en,TRUE,FALSE,FALSE,1
8.28E+17,8.28E+17,ljw269,,,8,86,0,12,FALSE,3,en,TRUE,TRUE,FALSE,1
3257695526,3257695526,armspirits,,...,906,2434,0,277,FALSE,528,en,TRUE,FALSE,FALSE,1
4854763634,4854763634,marcelinep16,"Glen Carbon village, IL, USA",Family Man.Own Cavs.Chief Quicken Loans and Fathead Dude. Love big midwest cities. Believe we all have power to think and positively change the world. Do you?,1,352,0,29,FALSE,33,en,TRUE,FALSE,FALSE,1
2526900595,2526900595,epigen_papers,"Rennes, France",Chromatin & epigenetics paper feed from #Pubmed and #Arxiv - hear it here first! Comments & suggestions welcome. Also http://t.co/0Lque7l3ZD By @mariamdemidova,1419,1,61,5,FALSE,32244,en,FALSE,FALSE,FALSE,1
3297361261,3297361261,tardygram,"London, England","Tweet me a pic and caption I will reply with your pic printed on dot matrix receipt...If no reply within 5 min, printer is busy so try again in a few minutes",39,0,0,1,FALSE,303,en,TRUE,FALSE,TRUE,1
345689601,345689601,SharksOnCouches,"Nashville, TN __Washington, DC",NIFOC,835,2290,22,74533,FALSE,17259,en,TRUE,FALSE,TRUE,1
8.03E+17,8.03E+17,LucileRobertsa,"Rockledge city, FL, USA",Curation : Recommendation,2,360,0,27,FALSE,60,en,TRUE,FALSE,FALSE,1
873715682,873715682,SylverBot,,My favourite animal is female human wearing clothes.,856,1078,7,0,FALSE,130262,en,TRUE,FALSE,FALSE,1
2706729062,2706729062,adventvrecall,Perdition,Where should I go? ‰ö  @aliceffekt x @noirmirroir x @_andrio,240,45,22,66,FALSE,1993,en,FALSE,FALSE,FALSE,1
2216213125,2216213125,greatartbot,,"Computer-generated art, updated four times a day. An @_ARP bot.",4213,0,220,0,FALSE,4364,en,FALSE,FALSE,FALSE,1
1890833028,1890833028,dtufreak,"Copenhagen, Denmark","Real nerd, I enjoy learning and obtaining new information in general for my own sake, often without discrimination to different areas of knowledge.",77,490,0,1,FALSE,15,en,FALSE,FALSE,FALSE,1
8.03E+17,8.03E+17,patrinafbryantz,"Kenai city, AK, USA",Instagram: seanopry55. I do not have a facebook.,0,336,0,23,FALSE,23,en,TRUE,FALSE,FALSE,1
2567065662,2567065662,bot_things,,by @dbaker_h // avatar courtesy of @GenerateAFace,172,5,21,5,FALSE,3497,en,FALSE,FALSE,FALSE,1
2538521768,2538521768,MuzeumBot,,"*IN BETA* Low-res, slightly bizarre Open Access images from the Met (via @MuseumBot) crossed with palettes from @colourlovers. Powered by @uncontext. By @_ARP.",213,0,38,0,FALSE,1063,en,TRUE,FALSE,FALSE,1
2794753213,2794753213,fantasy_florist,An Imaginary Nursery,all about fantastic flowers! by @spinnylights and @katierosepipkin.,379,12,38,0,FALSE,22371,en,FALSE,FALSE,FALSE,1
2669362848,2669362848,hypoxiapapers,,"A feed for hypoxia related papers published in NCBI, ArXiv, bioArxiv, and PeerJ",335,0,32,1,FALSE,17375,en,FALSE,FALSE,FALSE,1
8.41E+17,8.41E+17,MysteriousW0rld,United States,,102,86,0,0,FALSE,1,en,TRUE,FALSE,TRUE,1
2469697044,2469697044,netflixtaglines,,Looking for a bot that generates random netflix taglines? You just found one. Lucky.,52,0,15,0,FALSE,93310,en,TRUE,FALSE,FALSE,1
2869819060,2869819060,MythologyBot,Collective Unconscious,a #bot by @BooDooPerson,5631,6,188,48,FALSE,6574,en,FALSE,FALSE,FALSE,1
2796646086,2796646086,THMarcella,"Seattle, WA",,10,15,0,13,FALSE,3,en,TRUE,FALSE,FALSE,1
8.31E+17,8.31E+17,themetgallery,"New York, NY",Unofficial bot featuring a random selection of images from the Metropolitan Museum of Art's collection of Open Access images. (Maintained by @benrasmusen),66,1,7,4,FALSE,70,en,FALSE,FALSE,FALSE,1
2907425432,2907425432,FFD8FFDB,,by @derekarnold - All images and text CC0 licensed https://t.co/CRZWuQmXHr,4965,0,244,1,FALSE,67870,en,FALSE,FALSE,FALSE,1
1431116617,"""1431116617""","""DuniaOnePiece""","""Indonesia""","""Dunia Tempat Berkumpulnya Para Pecinta One Piece! | Get the latest news about #OnePiece here! | One Piece Chapter 858 |""",14917,227,27,919,FALSE,53398,"""en""",FALSE,FALSE,FALSE,1
2159821603,2159821603,wz77,In the past,Experimental Bots by @samplereality. Now emulating an early 70s poetry generator by Margaret Chisman.,20,0,16,0,FALSE,42453,en,TRUE,FALSE,FALSE,1
3068667437,3068667437,scell_papers,"Vienna, Austria",A twitter bot account for papers employing sequencing of single cells,803,31,34,0,FALSE,808,en,FALSE,FALSE,FALSE,1
7.19E+17,7.19E+17,WizardGenerator,,Generates a random wizard every 3 hours. | Bot by @THEWAAnderson,164,0,35,51,FALSE,2714,en,TRUE,FALSE,FALSE,1
3035152834,3035152834,bouquetbot,,Infinite random bouquets for @missbananabiker on Valentines Day 2015. Mostly flowers we can't keep in the house because they're poisonous to cats. By @aparrish.,17,1,8,0,FALSE,1522,en,TRUE,FALSE,FALSE,1
7.95E+17,7.95E+17,astronaut_bot,,Keeping an eye on astronauts coming and going. #NaBoMaMo bot by @NotInventedHere using #IFTTT.,9,0,5,0,FALSE,6,en,TRUE,FALSE,FALSE,1
3327104705,3327104705,censusAmericans,,Tweeting the census one real american at a time. http://t.co/85PJrd9oMH,9632,0,239,0,FALSE,13936,en,FALSE,FALSE,FALSE,1
8.41E+17,8.41E+17,tibbits_marcus,,,0,86,0,0,FALSE,0,en,TRUE,TRUE,,1
7.71E+17,"""770720756242219009""","""3461holley""","""""","""""",6,109,0,0,FALSE,2,"""en""",TRUE,TRUE,FALSE,1
187230074,187230074,isu_bot2_fs,"Lausanne, Switzerland","An unofficial bot publishing ISU News of Single & Pair Skating / Ice Dance. (Icon from Bruno Maia, IconTexto http://t.co/QqWb2Z3LM8)",1784,43,89,5,FALSE,389,en,FALSE,FALSE,FALSE,1
3227013130,3227013130,HaikuMurakami,"New York, NY","Š—“The past increases, the future recedes. Possibilities decreasing, regrets mounting.Š— Generate your own at https://t.co/sMl8EGHQRa",79,0,3,5,FALSE,4007,en,FALSE,FALSE,FALSE,1
7.43E+17,7.43E+17,Clippy_exe,"Redmond, WA",It looks like you're writing a tweet! Can I help?,96,29,10,0,FALSE,195,en,TRUE,FALSE,FALSE,1
2887281063,2887281063,fullmetaliberty,"Pensacola, FL",Serving clients for nearly 40 years. We buy and sell physical precious metals and prefer bitcoin but take most payment types. Not your average brokerage firm.,600,818,40,651,FALSE,1787,en,FALSE,FALSE,FALSE,1
2364212785,2364212785,cancerSL,,"Daily RSS feed for papers on Synthetic Lethality in Cancer. cancer AND (synthetic lethal OR synthetic lethality). Largely automated, don't expect responses",52,2,5,0,FALSE,702,en-gb,TRUE,FALSE,FALSE,1
2361303974,2361303974,phylogeo_papers,,"RSS feed from arXiv, bioRxiv, Pubmed, and PeerJ maintained by @michaelgharvey",184,0,8,0,FALSE,1125,en,TRUE,FALSE,FALSE,1
390583023,390583023,asdfghjkl0l2,Twerking With Nick ;) ,This is basically a free follow. NOW follow my other acc @crybbygina,945,2027,3,2847,FALSE,13935,en,FALSE,FALSE,FALSE,1
2824664324,2824664324,sexyeveryword,sexy everywhere,"every sexy word in the english language, with the top sexy image search result. probably a bad idea. the worst. // @thricedotted's mistake",67,0,17,0,FALSE,886,en,TRUE,FALSE,FALSE,1
7.99E+17,7.99E+17,hortensiadicke3,,just a litle boy from bradfordthen he smashedit,1,29,0,48,FALSE,72,en,TRUE,FALSE,FALSE,1
2497712840,2497712840,Sexkitten0422,,,338,471,5,35,FALSE,260,en,FALSE,FALSE,TRUE,1
195370058,195370058,kanyejordan,,This is what I do. I drop truth bombs.,2925,3,139,0,FALSE,708,en,TRUE,FALSE,FALSE,1
4706049494,4706049494,someboxes,,,10,0,2,0,FALSE,10370,en-gb,FALSE,FALSE,FALSE,1
1098813444,1098813444,mahireyvazov,,,47,197,0,62,FALSE,1,en,TRUE,FALSE,FALSE,1
224383150,224383150,mlegoudes262,,,54,1351,0,2,FALSE,6,en,TRUE,FALSE,FALSE,1
163803902,"""163803902""","""1lovetakes2""","""""","""""",0,9,0,0,FALSE,0,"""en""",TRUE,TRUE,FALSE,1
2823014245,2823014245,coolbot420,,verb noun every day // a bot by @inky,209,16,20,0,FALSE,21278,en-gb,FALSE,FALSE,FALSE,1
356900531,356900531,topbiopapers,,Streaming biological articles of top relevance in the fields of cell- and molecular biology and genetics. Caution: addictive!,335,3,22,2,FALSE,4934,ru,FALSE,FALSE,FALSE,1
4849785894,4849785894,STaafunnyx,"Masonboro, NC, USA","ALO audio designs and creates portable headphone amplifiers, audio interconnects and the flagship headphone amplifier, Studio Six.",1,369,0,28,FALSE,36,en,TRUE,FALSE,FALSE,1
2384073290,2384073290,bionet_papers,#NAME?,A feed for papers in network biology.,62,0,19,0,FALSE,4106,en,TRUE,TRUE,FALSE,1
2147957118,2147957118,pizzaclones,,Every noun is an adjective noun under certain conditions. This bot generates jokes accordingly. Pic from: http://t.co/Gm58cmuKVv,155,0,34,0,FALSE,14702,en,TRUE,FALSE,FALSE,1
2488961221,2488961221,DistractedGenie,,"Huh? What? You had a... a wish. I see. Hold on. Let me whip something up for you. // A bot by @tinysubversions, tweets a few times a day",125,1,30,0,FALSE,3201,en,TRUE,FALSE,FALSE,1
3352995195,3352995195,space_stories,SPACE,Just some space stories. A http://t.co/8dBPX7FlIa bot (with occasional analogue stories) by @notinventedhere and @thos_thom.,499,53,51,75,FALSE,2592,en,TRUE,FALSE,FALSE,1
2367592460,2367592460,CantorLogical,Germany,"German words only look uncountably long. Defining German words by parts, automatically. Data from http://t.co/dq9aw8fdCR | Created by @hazzen",2,1,1,0,FALSE,1360,en,TRUE,FALSE,FALSE,1
2598993007,2598993007,sg_ebooks,,,70,5,8,2,FALSE,4310,en,TRUE,FALSE,FALSE,1
2420779892,2420779892,scientificpaper,,,305,4,13,0,FALSE,112538,en,TRUE,TRUE,FALSE,1
7.45E+17,7.45E+17,biorxiv_genomic,,,956,0,34,0,FALSE,434,en,TRUE,FALSE,FALSE,1
7.37E+17,7.37E+17,scdicaprio,,,543,3911,0,141,FALSE,0,en,TRUE,FALSE,FALSE,1
2419923152,2419923152,allemptysets,,Tweeting every element of every empty set from now until eternity,37,0,8,0,FALSE,0,en,TRUE,FALSE,FALSE,1
8.34E+17,8.34E+17,thedismalblog,,A blog about everything finance and economics. Content not necessarily all dismal.,13,164,1,0,FALSE,5,en,TRUE,FALSE,FALSE,1
4180417402,4180417402,ahouseofdust,,A poetry project created by Alison Knowles and James Tenney and the Siemens 4004 computer in 1967. Twitter version by @hugovk and SSBot for #D004x in 2015.,107,30,17,2,FALSE,11151,en-gb,FALSE,FALSE,FALSE,1
87257462,87257462,NY_Now,New York,"Real-time local buzz for live music, parties, shows and more local events happening right now in New York!",34284,17397,889,0,FALSE,191383,en,FALSE,FALSE,FALSE,1
2154978907,2154978907,_LostBuoy_,Pacific Ocean,"Station 51000 went adrift on 3/10/2013. Unmoored, the NOAA buoy now transmits observation data from an unknown location.",273,37,42,0,FALSE,10115,en,TRUE,FALSE,FALSE,1
553782591,553782591,spear_one,,SPEAR,8,45,0,3,FALSE,5,en,TRUE,FALSE,FALSE,1
3538441102,3538441102,kordeidangerouz,ill_a,eu n†o sou sua querida « protect @brookehzxs at all costs,3459,2282,11,3888,FALSE,57256,pt,FALSE,FALSE,TRUE,1
7.82E+17,7.82E+17,andrewhuangbot,"Toronto, Ontario",I'm a bot tweeting a random @andrewismusic lyric every two hours.,275,1,2,1,FALSE,1961,en,FALSE,FALSE,FALSE,1
41784439,41784439,AllTheCheeses,,,1325,1797,64,0,FALSE,18265,en,FALSE,FALSE,FALSE,1
1213590199,1213590199,fly_papers,,Twitterbot of #Drosophila papers in #PubMed/#arXiv/#bioRxiv/#PeerJ/#F1000. Curated by @caseybergman. Image credit: http://t.co/ZkFYKg1uFl,1690,0,38,108,FALSE,15530,en,TRUE,FALSE,FALSE,1
8.41E+17,8.41E+17,Suarez06356267,,,0,21,0,0,FALSE,1,en,TRUE,TRUE,FALSE,1
2436268172,2436268172,Eyescaler,,"Tweet a selfie at this bot, get back the picture with eyes enlarged. Twin of @botstache. Operated by @zhuowei.",71,0,14,0,FALSE,1490,en,TRUE,FALSE,FALSE,1
7.92E+17,7.92E+17,soeqaib,"Brookfield Center, OH, USA","Chief Technology and Strategy Officer for Cisco. Investments and M&A. Love art, photography, Haiku and food :) Passionate about helping women in tech",2,501,0,102,FALSE,130,en,TRUE,FALSE,FALSE,1
42503545,42503545,AllOilPainting,United States,Welcome to http://t.co/OgGcZs9E0w. I hope to immerse you into a world all about  Oil Painting. It can become a serious passion. I Love painting!,4856,2162,85,0,FALSE,1223,en,FALSE,FALSE,FALSE,1
1917328862,1917328862,SmoothUnicode,‰_¥,Getting you through your workday with the softest glyphs from the smoothest scripts.,354,1,47,0,FALSE,29635,en,TRUE,FALSE,FALSE,1
8.41E+17,8.41E+17,charand522,,,0,39,0,0,FALSE,0,en,TRUE,FALSE,,1
1956227743,1956227743,CultEvoBot,,I automatically gather and tweet news/blog posts on cultural evolution. Retired (for the time being...),455,480,23,42,FALSE,6320,en,TRUE,FALSE,FALSE,1
4845168475,4845168475,SAmallenxx18,"North Mankato city, MN, USA",I am an African,1,341,0,44,FALSE,36,en,TRUE,FALSE,FALSE,1
8.12E+17,8.12E+17,beiwiqe25,"Carpentersville, United States",Official Twitter for Young Money Entertainment,0,243,0,13,FALSE,18,en,TRUE,FALSE,FALSE,1
3033319478,3033319478,helpmeetgoal,,RT THE LINK IN BIO PLEASE SHE NEEDS HELP WITH HER NASH FOLLOW ! Free follow from @nashsneck ! Please follow - goal is 2K ‰Ï¬,128,1814,0,7,FALSE,18,en,TRUE,TRUE,FALSE,1
7.56E+17,7.56E+17,chinesphere,,,3,39,0,0,FALSE,3,en,TRUE,TRUE,FALSE,1
7.51E+17,7.51E+17,xbangtan1,‰Û_•üdont follow this acc‰Û_•ü,Giving you a free follow and you can help me by following - @myoongi0903x -,151,1437,0,1,FALSE,5,en,TRUE,FALSE,FALSE,1
1884655238,1884655238,eachtown,Somewhere in America,"Tweeting every town and populated place in America, alphabetically. By @muffinista #botALLY",137,0,24,0,FALSE,86797,en,FALSE,FALSE,FALSE,1
3245226532,3245226532,NixieBot,"Cardiff, Wales","I'm a twitterised, neon display, clock. Tweet with #NixieBotShowMe and a word, full guide on tumblr. Be patient with long queues. Queue : Empty",2108,3,60,8,FALSE,49270,en-gb,FALSE,FALSE,FALSE,1
1696989883,1696989883,Zzt_ebooks,,,153,0,15,0,FALSE,2072,en,TRUE,FALSE,FALSE,1
8.32E+17,8.32E+17,angelia_irr,,,0,27,0,86,FALSE,127,en,TRUE,FALSE,FALSE,1
2616681584,2616681584,NaiveAnswers,,companion to @NaiveQuestions // [[report any slurs or offensive language to @thricedotted]],41,1,11,0,FALSE,673,en,TRUE,FALSE,FALSE,1
2959273881,2959273881,biofilmPapers,,Stay on top of all the latest publications on Biofilm research curated from PubMed. #biofilm #microbiology #antibioticresistance. Run by @mccarthy_ronan,460,65,26,14,FALSE,9058,en,TRUE,FALSE,FALSE,1
7.08E+17,7.08E+17,baeksehuniie,,free follow from @itskaisehun go follow !,1569,4882,0,95,FALSE,112,en,TRUE,FALSE,FALSE,1
1705052335,1705052335,TwoHeadlines,The Bugle Planet,Comedy is when you take two headlines about different things and then confuse them. Updates hourly. // By @tinysubversions,7852,1,400,8,FALSE,27610,en,TRUE,FALSE,FALSE,1
2801421163,2801421163,sponge_papers,,Recent papers on sponges (Phylum Porifera).,50,0,0,0,FALSE,926,en,TRUE,TRUE,FALSE,1
3424772890,3424772890,CitiBikeDocks,"New York, USA","I am a bot, unofficial and unsanctioned, created by @rdunks1 to tweet the overall status of @citibikenyc docks. Detailed status is at https://t.co/yn3aKX8BCD",74,7,27,1,FALSE,80949,en,TRUE,FALSE,FALSE,1
3012013796,3012013796,likeuberbut,Silicone Valley,"''The 'Hello World' of jokey, generative Twitter bots.'' - @joshmillard Creates bad ideas for startups. Made by @NoraReed with help from just_post.",2108,1,76,2,FALSE,5619,en,FALSE,FALSE,FALSE,1
8.25E+17,8.25E+17,beefl96,"Darlington town, IN, USA","Proud West Belconnian, Local Labor member  4 Ginninderra, Minister in the ACT Govt, mum of 2 with Cassie Cupcake K9 Campaigner, Chook lady, Love everything CBR.",0,266,0,22,FALSE,35,en,TRUE,FALSE,FALSE,1
559675462,559675462,GoogleFacts,,"Learn new things every day. When you doubt our facts, Google is your friend.",1474799,1,6818,1793,FALSE,20990,en,FALSE,FALSE,FALSE,1
2709947906,2709947906,vox_ebooks,,,396,0,17,0,FALSE,3608,en,TRUE,FALSE,FALSE,1
3066047482,3066047482,synbio_papers,AI Lab @ UPM - Madrid,TwitterBot collecting #synbio papers,166,25,18,0,FALSE,3622,es,FALSE,FALSE,FALSE,1
2842044927,2842044927,nice_tips_bot,,"hello, i am a robot that tweets little life tips // avi from The Wise Robot Will Answer Your Questions Now by @tomgauld // bot by @thricedotted",5388,0,178,0,FALSE,31751,en,FALSE,FALSE,FALSE,1
2646440287,2646440287,quantifiedinky,,BIG DATA // @inky,8,1,7,0,FALSE,258,en-gb,FALSE,FALSE,FALSE,1
2980456333,2980456333,ididmorepushups,,,8063,1,13,42,FALSE,119,en,TRUE,FALSE,FALSE,1
2651152393,2651152393,assignments_txt,,"daily writing assignments, posts twice a day ~bot by @cblgh~",148,0,22,0,FALSE,1723,en-gb,FALSE,FALSE,FALSE,1
436266454,"""436266454""","""TwitterMovies""","""""","""Your backstage pass to your favorite movie stars. We Tweet the best of film on Twitter, from movie sets to the red carpet.""",7154703,240,4240,640,TRUE,5995,"""en""",FALSE,FALSE,FALSE,1
7.93E+17,7.93E+17,lixoxept96,"Shawneetown city, IL, USA","In the end, only kindness matters.",9,484,0,87,FALSE,109,en,TRUE,FALSE,FALSE,1
2245577389,2245577389,BotMtGFlavor,Tweets every 30 minutes,"Bot that tweets flavor text from Magic: the Gathering cards. Made by @scutajar. MtG is property of Wizards of the Coast and Hasbro, I own nothing.",47,1,9,0,FALSE,2610,en-gb,TRUE,FALSE,FALSE,1
8.05E+17,8.05E+17,DSWalsh6,Canada,we have our own refugees this would be our first Nations and  Inuit,3,38,0,3,FALSE,5,en,TRUE,TRUE,TRUE,1
2206028467,2206028467,XsGonnaX,,Tweeters gonna tweet. Brought to you by @rfreebern.,13,5,4,0,FALSE,10693,en,FALSE,FALSE,FALSE,1
2425231,2425231,Fact,WORLDWIDE,Interesting facts about the world we live in. Facebook: https://t.co/nKPHSWpSOr / Enquiries: tweetingfacts@gmail.com,1655947,0,5482,124,FALSE,480858,en,FALSE,FALSE,FALSE,1
2704554914,2704554914,reverseocr,,A bot that picks a word and then draws randomly until an OCR library (http://t.co/XmDeI5TWoF) reads that word. 4x daily. Also on Tumblr. // by @tinysubversions,2149,1,198,0,FALSE,3741,en,TRUE,FALSE,FALSE,1
8.25E+17,8.25E+17,anamariaq27,"Holloman AFB, NM, USA","Life is a dream for the wise, a game for the fool, a comedy for the rich, a tragedy for the poor.",1,261,0,24,FALSE,21,en,TRUE,FALSE,FALSE,1
277094568,277094568,litoraptor,,phding among other things,646,1221,38,25654,FALSE,26729,en,FALSE,FALSE,TRUE,1
3045203078,3045203078,colorschemez,,I'm trying to find colors that go well together. I'm probably not very good at it because I'm a robot with no sense of style. (a bot by @joemfox),18672,0,252,0,FALSE,18270,en,FALSE,FALSE,FALSE,1
7.95E+17,7.95E+17,startup_o_matic,Bay Area,Need a whizzy name for your social media startup? There's a #CDBQ bot for that.,16,1,11,0,FALSE,1237,en,TRUE,FALSE,FALSE,1
2954123037,2954123037,Joey_Cartero,"Willowbrook city, KS, USA","John Densmore is the drummer for The Doors. He is also an author, activist and performance artist.",14,1978,0,289,FALSE,426,en,FALSE,FALSE,FALSE,1
7.71E+17,"""771193200367108100""","""1pRsHsia8WbmoD7""","""""","""33""",4,102,0,2,FALSE,0,"""en""",TRUE,FALSE,TRUE,1
4092326421,4092326421,menubot,,A random historical restaurant menu from NYPL's collection. Average three per day. Also https://t.co/OLgPaEtsK1 https://t.co/6nF9g7R4Mg by @hugovk,280,48,30,3,FALSE,4722,en-gb,FALSE,FALSE,FALSE,1
3021641217,3021641217,BioCodePapers,,"Twitterbot of #bioinformatics papers in #PubMed reporting code in @github, @sourceforge, @bitbucket or @google code. Curated by @caseybergman.",147,0,22,0,FALSE,1388,en,TRUE,FALSE,FALSE,1
2612605603,2612605603,gorillacities,#botALLY,Cities generated by gorillas.bas ‰Û¢ by @derekarnold,20,0,10,0,FALSE,5131,en,FALSE,FALSE,FALSE,1
8.19E+17,"""818630278339923968""","""SydneyPogoMap""","""Sydney, NSW""","""Rare and strong PokŽmon in Sydney. See more PokŽmon at https://t.co/wV8awxCcnn""",918,0,13,2,FALSE,92849,"""en""",TRUE,FALSE,FALSE,1
998166463,998166463,JpTeixeira01,andradas,,12,64,0,0,FALSE,7,pt,TRUE,FALSE,FALSE,1
2789337546,2789337546,CRISPR_papers,,Automatic Twitterbot for papers on CRISPR/Cas genome engineering.,1381,0,45,0,FALSE,1292,en,TRUE,FALSE,FALSE,1
111660165,111660165,SluttySara,,,4948,296,15,17,FALSE,41190,en,FALSE,FALSE,FALSE,1
2954483033,2954483033,suavkog95,"Springfield city, NE, USA",Old age has deformities enough of its own. It should never add to them the deformity of vice.,27,2257,2,288,FALSE,323,en,FALSE,FALSE,FALSE,1
8.41E+17,8.41E+17,rosalinemckeit4,,,0,30,0,0,FALSE,0,en,TRUE,TRUE,,1
8.41E+17,8.41E+17,eatdicks4health,,,0,18,0,0,FALSE,0,en,TRUE,TRUE,,1
8.33E+17,8.33E+17,TrevisanOlympia,,Beôiktaô-SlimShady-Green-16-CAÛÁHL-CA-TkirdaÛô-ÛÁNTEPE Pofie bakmÛ±ôken takip et,0,44,0,73,FALSE,106,en,TRUE,FALSE,FALSE,1
7.82E+17,7.82E+17,ProtasMerrill,,I luv Zendya. She is SO awesome. Shak it up is my favorite disney channel show. teamfollowback zswager :3,2,51,0,75,FALSE,125,en,TRUE,FALSE,FALSE,1
3227854754,3227854754,not_a_cop_bot,The streets,Looking to stick it to the man yeah I hate the man,213,213,18,0,FALSE,5988,en-gb,FALSE,FALSE,FALSE,1
8.29E+17,8.29E+17,FollowNoire,,"You dont have to follow this account, Just follow this one @LethargicJOE to get your free follow ;) Thanks!",189,366,0,1,FALSE,36,en,TRUE,FALSE,FALSE,1
3262004991,3262004991,MltplSclppr,,,166,1,24,0,FALSE,17017,en,FALSE,FALSE,FALSE,1
2986319204,2986319204,theDesireBot,,"Twitter bot, posting tweets starting with 'I just want...' + random Flickr image. Updates 2x per hour. // Made by @avoision, powered by everyone else.",136,1,21,5,FALSE,34446,en,FALSE,FALSE,FALSE,1
3304794002,3304794002,VillanelleBot,,"Poems in the villanelle form, using random Twitter posts. // I tweet to rhyme, and take my tweeting slow. // Built by @avoision, powered by everyone else.",100,1,19,257,FALSE,6605,en,TRUE,FALSE,FALSE,1
208881789,208881789,USPRI,"Washington, DC",,98,274,7,1,FALSE,37,en,FALSE,FALSE,FALSE,1
2415155167,2415155167,ideabot,nyc,Everyone has an idea for a twitter bot. (via @stefanhayden),90,1,20,4,FALSE,6703,en,TRUE,FALSE,FALSE,1
2579601960,2579601960,BadArtThief,Secret Art Thief Hideout,"What's it like to be an international art thief? Well, let me tell you! It's... well... um... I'll let you know after this heist. #botALLY by @mattlaschneider",7,0,8,0,FALSE,5669,en,FALSE,FALSE,FALSE,1
3121911275,3121911275,fuckingbard,Stratford-upon-Fucking-Avon,"Excerpts from Shakespeare's works randomly selected, then sprinkled with fucks. Longer excerpts here: http://t.co/CNwtEVVDfs A bot by @deathmtn.",292,1,26,0,FALSE,1958,en,FALSE,FALSE,FALSE,1
2802867446,2802867446,pixelsorter,internet,created by @wayspurrchen. learn how to use me at http://t.co/YOSQRJhPkk!,4198,3,313,15,FALSE,158639,en,TRUE,FALSE,FALSE,1
2209425018,2209425018,ThreeCourseMeal,That fancy place downtown,Serving the finest in artisanal cuisine for the perfect dining experience,60,0,19,0,FALSE,1476,en,TRUE,FALSE,FALSE,1
8.41E+17,8.41E+17,Keifer67684948,,,1,74,0,0,FALSE,1,en,TRUE,TRUE,FALSE,1
2148047569,2148047569,artassignbot,,Reply with finished assignments!,4355,2,194,3,FALSE,26381,en,FALSE,FALSE,FALSE,1
2870071360,2870071360,botsummittalks,,"Didn't get enough #botsummit? Here's some more talks! Templates by @IAmAboutUs, @cblgh, and @beaugunderson",74,0,121,0,FALSE,4415,en,TRUE,FALSE,FALSE,1
8.23E+17,8.23E+17,ZinaJ26,"White city, UT, USA","We make and sell premium organic chocolate using fine, ethically sourced ingredients. Tweeting from our London HQ.",3,270,0,19,FALSE,22,en,TRUE,FALSE,FALSE,1
7.81E+17,7.81E+17,zopuolond93,"Osprey, FL, USA","Appin Technology Labs,provides training in Information Security,Embedded Robotics, Programming (Microsoft .NET, Java,PHP), Networking n many more.",3,631,0,115,FALSE,177,en,TRUE,FALSE,FALSE,1
2796267913,2796267913,eAgreeTeam,"Washington, DC",,9,93,0,0,FALSE,8,en,TRUE,FALSE,FALSE,1
541429153,541429153,EnjoyTheFilm,"Hollywood, CA",I love movies!,263,13,16,0,FALSE,452,en,FALSE,FALSE,FALSE,1
7.94E+17,7.94E+17,_DJ_3000_,KBBL Studio,How does he keep up with the news like that? #botALLY,8,0,4,0,FALSE,528,en,TRUE,FALSE,FALSE,1
7.45E+17,7.45E+17,sunsetonari,,"free follow from @octloveslukey, go follow her for more",30,564,0,5,FALSE,22,tr,TRUE,FALSE,TRUE,1
